forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
171,3,Denver Metro,2026-06-03,102,87,129,1.35,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
172,3,Denver Metro,2026-06-04,102,89,131,1.44,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
173,3,Denver Metro,2026-06-05,109,91,133,1.38,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
174,3,Denver Metro,2026-06-06,121,93,135,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
175,3,Denver Metro,2026-06-07,125,95,137,1.37,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
176,3,Denver Metro,2026-06-08,122,97,139,1.43,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
177,3,Denver Metro,2026-06-09,127,99,141,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
178,3,Denver Metro,2026-06-10,119,101,143,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
179,3,Denver Metro,2026-06-11,117,103,145,1.47,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
180,3,Denver Metro,2026-06-12,123,105,147,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
181,3,Atlanta Metro,2026-05-14,84,63,123,1.19,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
182,3,Atlanta Metro,2026-05-15,102,66,126,1.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
183,3,Atlanta Metro,2026-05-16,93,69,129,1.13,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
184,3,Atlanta Metro,2026-05-17,102,72,132,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
185,3,Atlanta Metro,2026-05-18,112,75,135,1.25,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
186,3,Atlanta Metro,2026-05-19,115,78,138,1.26,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
187,3,Atlanta Metro,2026-05-20,100,81,141,1.19,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
188,3,Atlanta Metro,2026-05-21,107,84,144,1.19,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
189,3,Atlanta Metro,2026-05-22,127,87,147,1.18,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
190,3,Atlanta Metro,2026-05-23,118,90,150,1.22,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
191,3,Atlanta Metro,2026-05-24,115,93,153,1.32,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
192,3,Atlanta Metro,2026-05-25,137,96,156,1.28,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
193,3,Atlanta Metro,2026-05-26,122,99,159,1.25,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
194,3,Atlanta Metro,2026-05-27,125,102,162,1.32,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
195,3,Atlanta Metro,2026-05-28,127,105,165,1.32,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
196,3,Atlanta Metro,2026-05-29,138,108,168,1.31,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
197,3,Atlanta Metro,2026-05-30,141,111,171,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
198,3,Atlanta Metro,2026-05-31,147,114,174,1.33,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
199,3,Atlanta Metro,2026-06-01,150,117,177,1.35,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
200,3,Atlanta Metro,2026-06-02,146,120,180,1.3,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
201,3,Atlanta Metro,2026-06-03,150,123,183,1.39,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
202,3,Atlanta Metro,2026-06-04,169,126,186,1.33,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
203,3,Atlanta Metro,2026-06-05,158,129,189,1.46,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
204,3,Atlanta Metro,2026-06-06,174,132,192,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
205,3,Atlanta Metro,2026-06-07,164,135,195,1.46,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
206,3,Atlanta Metro,2026-06-08,178,138,198,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
207,3,Atlanta Metro,2026-06-09,173,141,201,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
208,3,Atlanta Metro,2026-06-10,177,144,204,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
209,3,Atlanta Metro,2026-06-11,170,147,207,1.54,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
210,3,Atlanta Metro,2026-06-12,174,150,210,1.48,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""cdmo_capacity_notice"",""manufacturer_allocation"",""release_testing_window""],""top_source"":""@cold-chain_ops"",""criticality_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-05-13T09:49:20Z
211,4,Miami-South Florida,2026-05-14,135,83,158,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
212,4,Miami-South Florida,2026-05-15,140,90,165,1.6,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
213,4,Miami-South Florida,2026-05-16,121,97,172,1.69,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
214,4,Miami-South Florida,2026-05-17,139,104,179,1.87,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
215,4,Miami-South Florida,2026-05-18,162,111,186,1.87,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
216,4,Miami-South Florida,2026-05-19,153,118,193,1.8,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
217,4,Miami-South Florida,2026-05-20,173,125,200,1.9,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
218,4,Miami-South Florida,2026-05-21,167,132,207,2.05,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
219,4,Miami-South Florida,2026-05-22,190,139,214,2.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
220,4,Miami-South Florida,2026-05-23,179,146,221,2.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
221,4,Miami-South Florida,2026-05-24,177,153,228,2,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
222,4,Miami-South Florida,2026-05-25,180,160,235,2.28,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
223,4,Miami-South Florida,2026-05-26,218,167,242,2.1,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
224,4,Miami-South Florida,2026-05-27,225,174,249,2.37,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
225,4,Miami-South Florida,2026-05-28,205,181,256,2.48,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
226,4,Miami-South Florida,2026-05-29,242,188,263,2.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
227,4,Miami-South Florida,2026-05-30,234,195,270,2.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
228,4,Miami-South Florida,2026-05-31,235,202,277,2.48,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
229,4,Miami-South Florida,2026-06-01,231,209,284,2.5,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
230,4,Miami-South Florida,2026-06-02,265,216,291,2.54,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
231,4,Miami-South Florida,2026-06-03,263,223,298,2.59,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
232,4,Miami-South Florida,2026-06-04,253,230,305,2.61,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
233,4,Miami-South Florida,2026-06-05,265,237,312,2.67,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
234,4,Miami-South Florida,2026-06-06,265,244,319,2.78,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
235,4,Miami-South Florida,2026-06-07,277,251,326,2.66,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
236,4,Miami-South Florida,2026-06-08,284,258,333,2.83,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
237,4,Miami-South Florida,2026-06-09,289,265,340,2.86,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
238,4,Miami-South Florida,2026-06-10,304,272,347,3.1,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
239,4,Miami-South Florida,2026-06-11,304,279,354,3.13,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
240,4,Miami-South Florida,2026-06-12,307,286,361,2.98,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""gxp_document_cluster"",""temperature_excursion_warning"",""protocol_substitution_review""],""top_source"":""@gxpdesk"",""criticality_score"":91,""confidence"":""very_high"",""trend"":""mega_viral""}",2026-05-13T09:49:20Z
241,4,New York Metro,2026-05-14,161,122,218,1.68,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
242,4,New York Metro,2026-05-15,172,131,227,1.76,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
243,4,New York Metro,2026-05-16,204,140,236,1.95,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
244,4,New York Metro,2026-05-17,210,149,245,2.05,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
245,4,New York Metro,2026-05-18,222,158,254,1.87,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
246,4,New York Metro,2026-05-19,197,167,263,2.01,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
247,4,New York Metro,2026-05-20,214,176,272,2.07,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
248,4,New York Metro,2026-05-21,212,185,281,2.07,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
249,4,New York Metro,2026-05-22,240,194,290,2.01,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
250,4,New York Metro,2026-05-23,242,203,299,2.09,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
251,4,New York Metro,2026-05-24,244,212,308,2.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
252,4,New York Metro,2026-05-25,251,221,317,2.26,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
253,4,New York Metro,2026-05-26,265,230,326,2.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
254,4,New York Metro,2026-05-27,285,239,335,2.58,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""fda_labeling_review"",""regulatory_dossier_update"",""critical_site_allocation""],""top_source"":""@fda_watch"",""criticality_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-05-13T09:49:20Z
