influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
429,@flow_pia,Flow Pia,instagram,9736,0.0892,100,Rail Freight,New York,New York,US,0,2026-05-13T10:00:43Z
430,@flow_hope,Flow Hope,tiktok,942377,0.0332,81.13,Fleet Services,Los Angeles,California,US,1,2026-05-13T10:00:43Z
431,@path_xena,Path Xena,twitter,80224,0.0399,81.91,Fleet Monitoring,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
432,@path_reed,Path Reed,youtube,2180,0.0838,80.79,Disruption Response,Houston,Texas,US,0,2026-05-13T10:00:43Z
433,@path_jace,Path Jace,threads,2550,0.0727,79.3,Yard Operations,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
434,@path_cleo,Path Cleo,instagram,277802,0.0237,70.23,Less-than-Truckload,San Francisco,California,US,0,2026-05-13T10:00:43Z
435,@path_mia,Path Mia,tiktok,4614,0.0748,83.91,Final Mile,Miami,Florida,US,0,2026-05-13T10:00:43Z
436,@path_ella,Path Ella,twitter,5778,0.0811,83.26,Time-Critical Freight,Seattle,Washington,US,0,2026-05-13T10:00:43Z
437,@path_maya,Path Maya,youtube,755030,0.0246,81.16,Brokerage,Denver,Colorado,US,1,2026-05-13T10:00:43Z
438,@path_jen,Path Jen,threads,46739,0.0416,73.77,Heavy Haul,Austin,Texas,US,0,2026-05-13T10:00:43Z
439,@path_zara,Path Zara,instagram,72564,0.0315,71.9,Regional Distribution,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
440,@path_tess,Path Tess,tiktok,7824,0.0527,78.17,Intermodal,Portland,Oregon,US,0,2026-05-13T10:00:43Z
441,@team_yuri,Team Yuri,twitter,55323,0.0379,74.73,Passenger Mobility,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
442,@team_tess,Team Tess,youtube,33037,0.0457,83.65,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
443,@team_nora,Team Nora,threads,815106,0.0432,92.88,Port Drayage,Dallas,Texas,US,1,2026-05-13T10:00:43Z
444,@team_hope,Team Hope,instagram,9216,0.0516,75.27,Rail Freight,San Diego,California,US,0,2026-05-13T10:00:43Z
445,@team_max,Team Max,tiktok,1231,0.0589,65.56,Fleet Services,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
446,@team_mia,Team Mia,twitter,8003,0.0391,62.96,Fleet Monitoring,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
447,@team_finn,Team Finn,youtube,19267,0.0514,79.99,Disruption Response,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
448,@team_ava,Team Ava,threads,51988,0.0269,72.26,Yard Operations,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
449,@team_marcus,Team Marcus,instagram,5208,0.0688,87.16,Less-than-Truckload,New York,New York,US,0,2026-05-13T10:00:43Z
450,@team_sarah,Team Sarah,tiktok,76472,0.0304,78.79,Final Mile,Los Angeles,California,US,0,2026-05-13T10:00:43Z
451,@operator_zara,Operator Zara,twitter,51574,0.0265,67.86,Time-Critical Freight,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
452,@operator_vince,Operator Vince,youtube,3418,0.1108,97.36,Brokerage,Houston,Texas,US,0,2026-05-13T10:00:43Z
453,@operator_reed,Operator Reed,threads,2509,0.0642,70.35,Heavy Haul,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
454,@operator_liam,Operator Liam,instagram,6751,0.0744,87.57,Regional Distribution,San Francisco,California,US,0,2026-05-13T10:00:43Z
455,@operator_hope,Operator Hope,tiktok,7232,0.0765,80.67,Intermodal,Miami,Florida,US,0,2026-05-13T10:00:43Z
456,@operator_cleo,Operator Cleo,twitter,38189,0.0561,83.4,Passenger Mobility,Seattle,Washington,US,0,2026-05-13T10:00:43Z
457,@operator_ivy,Operator Ivy,youtube,4988219,0.0185,92.8,Cold Chain,Denver,Colorado,US,1,2026-05-13T10:00:43Z
458,@operator_luna,Operator Luna,threads,89146,0.0261,73.45,Port Drayage,Austin,Texas,US,0,2026-05-13T10:00:43Z
459,@operator_ella,Operator Ella,instagram,15744,0.0529,81.91,Rail Freight,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
460,@operator_ava,Operator Ava,tiktok,9731,0.1038,100,Fleet Services,Portland,Oregon,US,0,2026-05-13T10:00:43Z
461,@quality_beau,Quality Beau,twitter,6972,0.0871,89.24,Fleet Monitoring,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
462,@quality_xena,Quality Xena,youtube,3101,0.0715,77.56,Disruption Response,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
463,@quality_uma,Quality Uma,threads,285734,0.0233,70.47,Yard Operations,Dallas,Texas,US,0,2026-05-13T10:00:43Z
464,@quality_reed,Quality Reed,instagram,60651,0.0601,90.44,Less-than-Truckload,San Diego,California,US,0,2026-05-13T10:00:43Z
465,@quality_nora,Quality Nora,tiktok,8122,0.087,85.47,Final Mile,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
466,@quality_jace,Quality Jace,twitter,747416,0.0165,79.54,Time-Critical Freight,Detroit,Michigan,US,1,2026-05-13T10:00:43Z
467,@quality_gus,Quality Gus,youtube,38546,0.0467,85.82,Brokerage,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
468,@quality_cleo,Quality Cleo,threads,60899,0.0759,95.21,Heavy Haul,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
469,@quality_leo,Quality Leo,instagram,6197,0.0948,88.15,Regional Distribution,New York,New York,US,0,2026-05-13T10:00:43Z
470,@quality_mia,Quality Mia,tiktok,6905,0.0694,79.12,Intermodal,Los Angeles,California,US,0,2026-05-13T10:00:43Z
471,@safety_cass,Safety Cass,twitter,68415,0.035,82.81,Passenger Mobility,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
472,@safety_zara,Safety Zara,youtube,2099,0.0689,76.71,Cold Chain,Houston,Texas,US,0,2026-05-13T10:00:43Z
473,@safety_xena,Safety Xena,threads,28145,0.0632,85.15,Port Drayage,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
474,@safety_vince,Safety Vince,instagram,793140,0.0156,77.8,Rail Freight,San Francisco,California,US,1,2026-05-13T10:00:43Z
476,@safety_reed,Safety Reed,tiktok,16614,0.0504,83.28,Fleet Services,Miami,Florida,US,0,2026-05-13T10:00:43Z
477,@safety_omar,Safety Omar,twitter,9018,0.0976,99.65,Fleet Monitoring,Seattle,Washington,US,0,2026-05-13T10:00:43Z
478,@safety_liam,Safety Liam,youtube,633787,0.0376,91.21,Disruption Response,Denver,Colorado,US,1,2026-05-13T10:00:43Z
479,@safety_jace,Safety Jace,threads,7524,0.0783,89.57,Yard Operations,Austin,Texas,US,0,2026-05-13T10:00:43Z
481,@journey_dev,Journey Dev,instagram,7629,0.0889,96.49,Less-than-Truckload,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
482,@journey_cass,Journey Cass,tiktok,28734,0.0307,62.89,Final Mile,Portland,Oregon,US,0,2026-05-13T10:00:43Z
483,@journey_beau,Journey Beau,twitter,2762,0.0859,85.44,Time-Critical Freight,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
484,@journey_zara,Journey Zara,youtube,4602,0.0717,86.29,Brokerage,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
485,@journey_yuri,Journey Yuri,threads,458973,0.0386,84.2,Heavy Haul,Dallas,Texas,US,0,2026-05-13T10:00:43Z
486,@journey_xena,Journey Xena,instagram,668532,0.019,77.85,Regional Distribution,San Diego,California,US,1,2026-05-13T10:00:43Z
487,@journey_wren,Journey Wren,tiktok,3439,0.098,88.57,Intermodal,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
488,@journey_vince,Journey Vince,twitter,7583,0.1017,97.62,Passenger Mobility,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
489,@journey_uma,Journey Uma,youtube,46261,0.0339,77.45,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
490,@journey_tess,Journey Tess,threads,4611,0.0848,92.54,Port Drayage,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
491,@network_sarah,Network Sarah,instagram,6959,0.0327,60.26,Rail Freight,New York,New York,US,0,2026-05-13T10:00:43Z
