post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
2451,129,youtube,ext_youtube_00002451,ColdChainOps escalated FDA IND Submission Pack; verify temperature profile and packaging before next SafeGx Quality Labs shipment,2026-05-04T04:31:56Z,882,46,3,1951,0.378,20.86,,normal,,2026-05-13T09:49:19Z
2452,141,instagram,ext_instagram_00002452,Market access desk reports payer coverage movement for Autologous Cell Therapy Lot; GeneNova Therapeutics quotes expiring faster,2026-05-05T14:31:37Z,840,54,21,15041,-0.032,23.54,,normal,,2026-05-13T09:49:19Z
2453,394,instagram,ext_instagram_00002453,Cold-chain routing desk reports new lane restrictions near a major airport hub,2026-04-29T21:31:00Z,238,86,43,6486,-0.43,21.9,,normal,,2026-05-13T09:49:19Z
2454,3,twitter,ext_twitter_00002454,Regulatory review queue added PAT Spectroscopy Model Pack; BioCatalyst Analytics certificate of analysis requested,2026-05-13T03:26:28Z,486,65,12,13795,0.336,23.05,,normal,,2026-05-13T09:49:19Z
2455,337,youtube,ext_youtube_00002455,Storage temperature note changed for mRNA LNP Clinical Batch; update receiving checklist for VitaCore Therapeutics,2026-04-30T12:58:20Z,646,24,48,11364,0.676,23.01,,normal,,2026-05-13T09:49:19Z
2456,463,threads,ext_threads_00002456,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-04-28T13:39:20Z,298,41,45,10922,-0.186,22.54,,normal,,2026-05-13T09:49:19Z
2457,158,twitter,ext_twitter_00002457,Safety desk published compatibility matrix update for UDI Label Validation Pack; quarantine suspect lots from MedPack Components,2026-05-03T13:26:00Z,262,48,27,14097,0.681,22.73,,normal,,2026-05-13T09:49:19Z
2458,4,youtube,ext_youtube_00002458,Forecast model detected signal cluster around ImmunoWorks Biologics Protein A Resin Qualification Pack; expected demand multiplier increasing,2026-05-06T21:36:30Z,726,65,3,5662,0.127,22.13,,normal,,2026-05-13T09:49:19Z
2459,331,twitter,ext_twitter_00002459,Clinical supply desk requests allocation review for Comparator Drug Blinding Kit; TrialPath CRO confidence changed,2026-04-19T04:37:43Z,9084,1470,976,117196,0.157,48.56,,rising,,2026-05-13T09:49:19Z
2460,264,instagram,ext_instagram_00002460,FDA inspection signal mentions Sterile WFI Vial Batch from WFI Direct; quality team requested lot genealogy review,2026-05-12T19:27:27Z,79,22,12,11588,0.703,21.59,,normal,,2026-05-13T09:49:19Z
2461,2,tiktok,ext_tiktok_00002461,EMA variation update references Sterile Fill Finish Batch Slot; VitaCore Therapeutics release plan should be reviewed,2026-05-07T03:09:26Z,49,84,49,2131,0.269,20.11,,normal,,2026-05-13T09:49:19Z
2462,443,threads,ext_threads_00002462,Protocol amendment increases demand for GLP Histopathology Slide Set; PreClinix Research trial supply forecast needs refresh,2026-05-12T21:04:50Z,900,44,44,8402,-0.1,22.87,,normal,,2026-05-13T09:49:19Z
2463,291,twitter,ext_twitter_00002463,Cold-chain lane exception affects inbound Clean Steam Integrity Audit; CleanSteamCare shipments may need alternate routes,2026-05-13T09:41:30Z,945,89,39,1047,-0.131,20.25,,normal,,2026-05-13T09:49:19Z
2464,177,tiktok,ext_tiktok_00002464,CDMO capacity bulletin references GeneNova Therapeutics slot availability for Plasmid DNA GMP Batch; trial sites should watch allocation,2026-05-12T18:16:03Z,347,7,42,18330,-0.143,23.16,,normal,,2026-05-13T09:49:19Z
2465,412,youtube,ext_youtube_00002465,Critical component shortage advisory raised for Tamper-Evident Carton Batch; MedPack Components lead times may extend this week,2026-05-03T21:25:14Z,35570,12773,1321,344536,-0.001,76.24,,viral,,2026-05-13T09:49:19Z
2466,490,tiktok,ext_tiktok_00002466,Out-of-specification trend opened for SafeGx Quality Labs Pharmacovigilance Case Pack; QA teams should inspect recent lots,2026-05-12T07:00:34Z,739,40,3,16548,0.349,23.49,,normal,,2026-05-13T09:49:19Z
2467,240,threads,ext_threads_00002467,Vaccine allocation score rose after a regional safety bulletin,2026-05-13T09:36:51Z,72,73,18,16877,-0.001,22.55,,normal,,2026-05-13T09:49:19Z
2468,262,youtube,ext_youtube_00002468,New manufacturer qualification started for TrialPath CRO Randomization Label Pack; risk team tracking certificates,2026-04-30T02:48:23Z,296,99,25,10016,-0.047,22.51,,normal,,2026-05-13T09:49:19Z
2469,5,threads,ext_threads_00002469,Temperature excursion warning updated for Specialty Amine API Intermediate; verify release hold before receiving SpecBio Exchange lots,2026-05-09T02:52:51Z,1603,284,668,161937,0.407,47.87,,rising,,2026-05-13T09:49:19Z
2470,384,instagram,ext_instagram_00002470,Port congestion signal may delay VitaCore Therapeutics Stability Study Sample Set; cold-chain routing needs updated ETA,2026-05-12T20:14:06Z,475802,57628,45754,12374842,0.499,99.72,,mega_viral,,2026-05-13T09:49:19Z
2471,13,twitter,ext_twitter_00002471,Enrollment surge detected for Validated Sample Return Mailer; GreenLab Reagents order book rising after protocol update,2026-05-06T22:59:48Z,80,29,10,861,0.231,18.26,,normal,,2026-05-13T09:49:19Z
2472,394,instagram,ext_instagram_00002472,GxP desk published revised handling language for GxP Audit Evidence Bundle; SafeGx Quality Labs sites should refresh labels,2026-05-11T18:00:35Z,516,87,40,5563,0.721,22.05,,normal,,2026-05-13T09:49:19Z
2473,206,instagram,ext_instagram_00002473,FDA safety update references downstream use of Clean Steam Integrity Audit; CleanSteamCare compliance packet under review,2026-05-12T20:04:21Z,664,57,10,9325,-0.132,22.72,,normal,,2026-05-13T09:49:19Z
2474,418,threads,ext_threads_00002474,Single-use component availability tightened after a supplier capacity outage,2026-05-07T14:06:13Z,6250,1949,574,66699,0.162,47.62,,rising,,2026-05-13T09:49:19Z
2475,205,threads,ext_threads_00002475,Air freight capacity watch added for Gamma-Irradiated Tubing Set; SterileProcess Systems shipments through hub corridor need monitoring,2026-05-09T08:34:17Z,928,0,21,12739,0.429,23.31,,normal,,2026-05-13T09:49:19Z
2476,432,youtube,ext_youtube_00002476,Critical inventory advisory opened for MedPack Components Autoinjector Assembly Lot; replenish regional cold-chain sites,2026-04-29T14:32:38Z,764,32,3,14983,0.515,23.37,,normal,,2026-05-13T09:49:19Z
2477,383,threads,ext_threads_00002477,Vaccine allocation score rose after a regional safety bulletin,2026-05-13T03:13:29Z,837,57,21,4377,0.291,21.94,,normal,,2026-05-13T09:49:19Z
2478,290,tiktok,ext_tiktok_00002478,Companion diagnostics bulletin notes elevated demand for Sterile Vial Stopper Set; MedPack Components allocation score rising,2026-05-05T12:28:38Z,479,72,21,15176,0.531,23.22,,normal,,2026-05-13T09:49:19Z
2479,361,twitter,ext_twitter_00002479,Port dwell time is rising for regulated clinical supply containers,2026-05-13T02:52:14Z,1861,1876,388,58468,0.216,46.96,,rising,,2026-05-13T09:49:19Z
2480,439,instagram,ext_instagram_00002480,FDA inspection observations increased for sterile manufacturing sites this week,2026-05-10T17:31:28Z,45063,3127,2588,574058,-0.289,76.82,,viral,,2026-05-13T09:49:19Z
2481,13,twitter,ext_twitter_00002481,ColdChainOps escalated FDA IND Submission Pack; verify temperature profile and packaging before next SafeGx Quality Labs shipment,2026-05-05T12:34:12Z,30365,8571,4655,352902,0.733,76.22,,viral,,2026-05-13T09:49:19Z
2482,274,instagram,ext_instagram_00002482,Market access desk reports payer coverage movement for ELISA Cytokine Monitoring Kit; BioPure Diagnostics quotes expiring faster,2026-05-01T15:55:06Z,434,37,9,9712,0.198,22.42,,normal,,2026-05-13T09:49:19Z
2483,4,youtube,ext_youtube_00002483,Manufacturer onboarding alert: secondary source needed for BioCatalyst Analytics Continuous Bioprocess Sensor Set due to capacity risk,2026-04-22T08:28:36Z,8156,1265,973,194909,0.659,49.14,,rising,,2026-05-13T09:49:19Z
2484,352,youtube,ext_youtube_00002484,Regulatory review queue added Stainless Bioreactor Passivation Kit; CleanSuite Life Sciences certificate of analysis requested,2026-05-10T14:44:06Z,3564,297,794,108965,0.591,47.74,,rising,,2026-05-13T09:49:19Z
2485,207,tiktok,ext_tiktok_00002485,Manufacturer quality desk flagged more out-of-specification investigations than normal,2026-05-03T22:26:11Z,7195,269,944,64700,-0.345,47.48,,rising,,2026-05-13T09:49:19Z
2486,156,instagram,ext_instagram_00002486,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-02T21:50:23Z,400,4,43,4445,-0.043,21.4,,normal,,2026-05-13T09:49:19Z
2487,146,instagram,ext_instagram_00002487,Safety desk published compatibility matrix update for GxP Audit Evidence Bundle; quarantine suspect lots from SafeGx Quality Labs,2026-05-11T15:23:42Z,1040,1846,144,42038,-0.061,46.3,,rising,,2026-05-13T09:49:19Z
2488,488,threads,ext_threads_00002488,Forecast model detected signal cluster around VitaCore Therapeutics mRNA LNP Clinical Batch; expected demand multiplier increasing,2026-05-07T23:35:34Z,423,3,3,17328,0.101,23,,normal,,2026-05-13T09:49:19Z
2489,161,instagram,ext_instagram_00002489,Port dwell time is rising for regulated clinical supply containers,2026-05-13T08:23:38Z,605,3,44,9804,0.381,22.72,,normal,,2026-05-13T09:49:19Z
2490,1,instagram,ext_instagram_00002490,FDA inspection signal mentions eConsent Participant Packet from TrialPath CRO; quality team requested lot genealogy review,2026-04-28T06:01:27Z,547,31,3,19217,0.175,23.43,,normal,,2026-05-13T09:49:19Z
2491,226,instagram,ext_instagram_00002491,EMA review window opened for several biologics variation dossiers,2026-05-13T09:10:41Z,724,18,40,9391,-0.302,22.81,,normal,,2026-05-13T09:49:19Z
2492,211,instagram,ext_instagram_00002492,Protocol amendment increases demand for eConsent Participant Packet; TrialPath CRO trial supply forecast needs refresh,2026-05-04T10:03:40Z,1229,553,894,37431,0.723,46.12,,rising,,2026-05-13T09:49:19Z
2493,472,youtube,ext_youtube_00002493,Cold-chain lane exception affects inbound qPCR Respiratory Panel; BioPure Diagnostics shipments may need alternate routes,2026-05-10T02:06:13Z,9794,1615,855,70029,-0.018,47.92,,rising,,2026-05-13T09:49:19Z
2494,108,twitter,ext_twitter_00002494,Single-use component availability tightened after a supplier capacity outage,2026-05-07T22:15:33Z,6680,413,256,35038,-0.469,46.47,,rising,,2026-05-13T09:49:19Z
2495,280,tiktok,ext_tiktok_00002495,Critical component shortage advisory raised for Trace Impurity Reference Standard; FineBio Direct lead times may extend this week,2026-05-01T19:57:50Z,739,41,12,8482,-0.098,22.65,,normal,,2026-05-13T09:49:19Z
2496,79,youtube,ext_youtube_00002496,Out-of-specification trend opened for ImmunoWorks Biologics Bioburden Rapid Test Cartridge; QA teams should inspect recent lots,2026-05-13T02:37:21Z,839,30,36,11811,-0.177,23.22,,normal,,2026-05-13T09:49:19Z
2497,1,instagram,ext_instagram_00002497,Allocation notice issued for Stability Study Sample Set; VitaCore Therapeutics prioritizing enrolled trial sites first,2026-04-28T03:02:57Z,852,7,44,1674,0.175,20.67,,normal,,2026-05-13T09:49:19Z
2498,46,instagram,ext_instagram_00002498,New manufacturer qualification started for ImmunoWorks Biologics Protein A Resin Qualification Pack; risk team tracking certificates,2026-04-15T22:33:52Z,304,26,21,5984,0.173,21.58,,normal,,2026-05-13T09:49:19Z
2499,5,threads,ext_threads_00002499,Temperature excursion warning updated for FDA IND Submission Pack; verify release hold before receiving SafeGx Quality Labs lots,2026-05-13T01:53:34Z,335,42,41,10582,0.701,22.54,,normal,,2026-05-13T09:49:19Z
2500,487,youtube,ext_youtube_00002500,FDA inspection observations increased for sterile manufacturing sites this week,2026-04-29T10:44:15Z,404,15,26,14330,-0.48,22.89,,normal,,2026-05-13T09:49:19Z
2501,13,twitter,ext_twitter_00002501,EMA review window opened for several biologics variation dossiers,2026-05-12T05:47:43Z,9628,1548,880,54755,-0.234,47.59,,rising,,2026-05-13T09:49:19Z
2502,92,tiktok,ext_tiktok_00002502,GxP desk published revised handling language for Allogeneic Cell Bank Vial Set; GeneNova Therapeutics sites should refresh labels,2026-05-07T19:46:52Z,2383,555,279,72379,0.422,46.85,,rising,,2026-05-13T09:49:19Z
2503,47,tiktok,ext_tiktok_00002503,FDA safety update references downstream use of Ambient Biospecimen Ship Kit; GreenLab Reagents compliance packet under review,2026-05-04T04:23:11Z,168,83,23,18296,-0.139,23,,normal,,2026-05-13T09:49:19Z
2504,39,youtube,ext_youtube_00002504,Manufacturer quality note: VitaCore Therapeutics reported tighter specifications for AAV Vector Reference Lot effective next batch,2026-04-16T06:01:30Z,532,20,10,9658,-0.092,22.51,,normal,,2026-05-13T09:49:19Z
2505,176,instagram,ext_instagram_00002505,Manufacturer quality desk flagged more out-of-specification investigations than normal,2026-04-17T06:17:58Z,130,50,2,4315,-0.14,20.65,,normal,,2026-05-13T09:49:19Z
2506,447,youtube,ext_youtube_00002506,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-13T09:45:38Z,743,93,14,15831,-0.218,23.57,,normal,,2026-05-13T09:49:19Z
2507,147,tiktok,ext_tiktok_00002507,Vaccine safety desk highlights Cell Culture Media Feed Lot; BioCatalyst Analytics availability could tighten next month,2026-05-06T14:07:36Z,371,4,12,19044,0.396,23.08,,normal,,2026-05-13T09:49:19Z
2508,47,tiktok,ext_tiktok_00002508,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-04-17T17:40:57Z,883,84,49,19872,0.255,24.05,,normal,,2026-05-13T09:49:19Z
2509,483,threads,ext_threads_00002509,Device engineering flagged substitute review for EMA Variation Dossier Review; SafeGx Quality Labs technical file updated,2026-05-11T21:14:12Z,131,25,4,1781,0.091,19.32,,normal,,2026-05-13T09:49:19Z
2510,147,tiktok,ext_tiktok_00002510,Customs hold advisory mentions PurePAC Clinical Purified Water Monitoring Kit; import documentation review required,2026-05-01T08:29:58Z,427746,82368,21101,1065743,0.43,99.63,,mega_viral,,2026-05-13T09:49:19Z
2511,264,instagram,ext_instagram_00002511,ColdChainOps escalated Medical-Grade Silicone Tubing; verify temperature profile and packaging before next SiliconeWorks Medical shipment,2026-04-21T19:44:20Z,934,70,26,3888,0.74,21.89,,normal,,2026-05-13T09:49:19Z
2512,240,threads,ext_threads_00002512,Market access desk reports payer coverage movement for Animal Health Vaccine Batch; PreClinix Research quotes expiring faster,2026-05-13T00:12:54Z,787,39,6,14793,0.733,23.4,,normal,,2026-05-13T09:49:19Z
2513,482,youtube,ext_youtube_00002513,Cold-chain routing desk reports new lane restrictions near a major airport hub,2026-04-29T14:04:07Z,9501,1377,313,158809,0.354,48.84,,rising,,2026-05-13T09:49:19Z
2514,29,youtube,ext_youtube_00002514,Single-use component availability tightened after a supplier capacity outage,2026-05-13T08:15:55Z,82,0,39,9375,-0.386,21.51,,normal,,2026-05-13T09:49:19Z
2515,380,tiktok,ext_tiktok_00002515,Storage temperature note changed for NGS Oncology Library Kit; update receiving checklist for BioPure Diagnostics,2026-05-07T13:48:47Z,120,65,15,19468,0.054,22.81,,normal,,2026-05-13T09:49:19Z
2516,486,twitter,ext_twitter_00002516,PortSupply signal shows longer dwell time for Companion Diagnostic Control Set; reroute BioPure Diagnostics orders where possible,2026-05-11T19:43:05Z,333,54,12,18915,0.096,23.19,,normal,,2026-05-13T09:49:19Z
2517,391,twitter,ext_twitter_00002517,Safety desk published compatibility matrix update for Validated Sample Return Mailer; quarantine suspect lots from GreenLab Reagents,2026-04-29T00:14:31Z,45566,4499,3390,508878,0.225,76.74,,viral,,2026-05-13T09:49:19Z
2518,294,instagram,ext_instagram_00002518,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-04-28T14:14:20Z,18694,14244,1317,686254,0.358,76.93,,viral,,2026-05-13T09:49:19Z
2519,28,twitter,ext_twitter_00002519,Clinical supply desk requests allocation review for Animal Health Vaccine Batch; PreClinix Research confidence changed,2026-05-08T23:43:32Z,4220,206,354,188816,0.345,48.34,,rising,,2026-05-13T09:49:19Z
2520,69,youtube,ext_youtube_00002520,FDA inspection signal mentions Pharmacovigilance Case Pack from SafeGx Quality Labs; quality team requested lot genealogy review,2026-04-24T05:49:13Z,956,15,12,2841,0.407,21.38,,normal,,2026-05-13T09:49:19Z
2521,132,tiktok,ext_tiktok_00002521,EMA variation update references Device Adhesive Biocompatibility Lot; AdhesiveOne Medical release plan should be reviewed,2026-04-19T13:09:05Z,21451,8165,1914,607104,0.098,76.63,,viral,,2026-05-13T09:49:19Z
2522,439,instagram,ext_instagram_00002522,Protocol amendment increases demand for Host Cell Protein Assay Kit; ImmunoWorks Biologics trial supply forecast needs refresh,2026-05-13T01:46:58Z,311,13,23,10559,0.458,22.29,,normal,,2026-05-13T09:49:19Z
2523,472,youtube,ext_youtube_00002523,Cold-chain routing desk reports new lane restrictions near a major airport hub,2026-05-09T06:11:11Z,544,60,46,11706,0.353,23.01,,normal,,2026-05-13T09:49:19Z
2524,143,twitter,ext_twitter_00002524,Single-use component availability tightened after a supplier capacity outage,2026-05-02T02:59:07Z,115,52,21,19509,0.154,22.77,,normal,,2026-05-13T09:49:19Z
2525,354,instagram,ext_instagram_00002525,Manufacturer quality desk flagged more out-of-specification investigations than normal,2026-04-27T21:43:42Z,172,49,47,3414,0.368,20.83,,normal,,2026-05-13T09:49:19Z
2526,316,twitter,ext_twitter_00002526,Out-of-specification trend opened for BioPure Diagnostics NGS Oncology Library Kit; QA teams should inspect recent lots,2026-05-12T09:45:22Z,380946,48716,45382,13672930,0.521,99.58,,mega_viral,,2026-05-13T09:49:19Z
2527,171,instagram,ext_instagram_00002527,Allocation notice issued for Sterile Connector Assembly; SterileProcess Systems prioritizing enrolled trial sites first,2026-04-22T23:33:04Z,424320,61760,24758,3276697,0.091,99.59,,mega_viral,,2026-05-13T09:49:19Z
2528,323,threads,ext_threads_00002528,New manufacturer qualification started for SterileProcess Systems Sterile Connector Assembly; risk team tracking certificates,2026-05-07T19:34:16Z,773,71,15,8432,0.491,22.74,,normal,,2026-05-13T09:49:19Z
2529,395,tiktok,ext_tiktok_00002529,Temperature excursion warning updated for Ambient Biospecimen Ship Kit; verify release hold before receiving GreenLab Reagents lots,2026-05-10T21:18:56Z,214,94,32,5049,0.633,21.5,,normal,,2026-05-13T09:49:19Z
2530,20,threads,ext_threads_00002530,Port congestion signal may delay SterilityGuard Sterility Assurance Swab Pack; cold-chain routing needs updated ETA,2026-05-05T16:55:38Z,964,16,43,9839,0.278,23.08,,normal,,2026-05-13T09:49:19Z
2531,460,tiktok,ext_tiktok_00002531,Enrollment surge detected for Labeling Change Impact Review; SafeGx Quality Labs order book rising after protocol update,2026-05-12T06:59:15Z,16077,9204,1872,829790,-0.088,76.96,,viral,,2026-05-13T09:49:19Z
2532,31,instagram,ext_instagram_00002532,Pharmacovigilance intake volume is rising across marketed therapies,2026-04-28T18:02:14Z,216,55,39,3000,-0.213,20.72,,normal,,2026-05-13T09:49:19Z
2533,77,tiktok,ext_tiktok_00002533,FDA safety update references downstream use of Sustainable Lab Plastics Kit; GreenLab Reagents compliance packet under review,2026-05-11T18:52:35Z,317,65,39,17196,0.533,23.21,,normal,,2026-05-13T09:49:19Z
2534,47,tiktok,ext_tiktok_00002534,Manufacturer quality note: PreClinix Research reported tighter specifications for GLP Histopathology Slide Set effective next batch,2026-05-08T19:24:20Z,7174,822,783,172422,0.338,48.81,,rising,,2026-05-13T09:49:19Z
2535,355,tiktok,ext_tiktok_00002535,Air freight capacity watch added for Sterile Vial Stopper Set; MedPack Components shipments through hub corridor need monitoring,2026-05-06T23:41:50Z,470,66,3,10764,0.062,22.67,,normal,,2026-05-13T09:49:19Z
2536,452,youtube,ext_youtube_00002536,Critical inventory advisory opened for CleanSteamCare Clean Steam Integrity Audit; replenish regional cold-chain sites,2026-05-11T14:14:46Z,2533,1005,372,83661,0.147,47.27,,rising,,2026-05-13T09:49:19Z
2537,445,tiktok,ext_tiktok_00002537,Vaccine safety desk highlights Monoclonal Antibody Pilot Lot; ImmunoWorks Biologics availability could tighten next month,2026-05-11T08:57:35Z,247,55,1,10377,0.701,22.16,,normal,,2026-05-13T09:49:19Z
2538,416,twitter,ext_twitter_00002538,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-05-05T20:12:30Z,300,31,14,11689,0.094,22.42,,normal,,2026-05-13T09:49:19Z
2539,457,youtube,ext_youtube_00002539,Device engineering flagged substitute review for Device Adhesive Biocompatibility Lot; AdhesiveOne Medical technical file updated,2026-04-18T21:15:04Z,788,54,43,9465,0.6,22.95,,normal,,2026-05-13T09:49:19Z
2540,155,threads,ext_threads_00002540,Customs hold advisory mentions ImmunoWorks Biologics Bioburden Rapid Test Cartridge; import documentation review required,2026-05-03T02:11:33Z,2556,1525,274,80945,0.477,47.34,,rising,,2026-05-13T09:49:19Z
2541,302,youtube,ext_youtube_00002541,ColdChainOps escalated Trace Impurity Reference Standard; verify temperature profile and packaging before next FineBio Direct shipment,2026-05-13T09:18:59Z,407,13,14,19533,0.06,23.23,,normal,,2026-05-13T09:49:19Z
2542,447,youtube,ext_youtube_00002542,Pharmacovigilance intake volume is rising across marketed therapies,2026-05-06T16:42:00Z,170,86,39,10765,0.128,22.42,,normal,,2026-05-13T09:49:19Z
2543,238,twitter,ext_twitter_00002543,Manufacturer onboarding alert: secondary source needed for SiliconeWorks Medical Medical-Grade Silicone Tubing due to capacity risk,2026-05-07T23:50:57Z,44,48,19,9767,0.517,21.56,,normal,,2026-05-13T09:49:19Z
2544,135,threads,ext_threads_00002544,Regulatory review queue added qPCR Respiratory Panel; BioPure Diagnostics certificate of analysis requested,2026-04-29T21:05:21Z,197,22,48,18922,0.127,23,,normal,,2026-05-13T09:49:19Z
2545,27,tiktok,ext_tiktok_00002545,Storage temperature note changed for Cryopreserved Dose Shipper; update receiving checklist for GeneNova Therapeutics,2026-05-07T16:52:04Z,7148,1503,698,173585,0.133,48.89,,rising,,2026-05-13T09:49:19Z
2546,338,threads,ext_threads_00002546,PortSupply signal shows longer dwell time for AAV Vector Reference Lot; reroute VitaCore Therapeutics orders where possible,2026-05-13T08:02:30Z,6320,1865,140,153977,0.278,48.6,,rising,,2026-05-13T09:49:19Z
2547,446,twitter,ext_twitter_00002547,Safety desk published compatibility matrix update for Antioxidant Excipient Blend; quarantine suspect lots from StabilityCo,2026-05-13T05:21:07Z,24,46,33,5028,0.35,20.77,,normal,,2026-05-13T09:49:19Z
2548,207,tiktok,ext_tiktok_00002548,Forecast model detected signal cluster around BioCatalyst Analytics Cell Culture Media Feed Lot; expected demand multiplier increasing,2026-05-04T02:04:27Z,349,27,39,13242,0.183,22.8,,normal,,2026-05-13T09:49:19Z
2549,192,tiktok,ext_tiktok_00002549,Clinical supply desk requests allocation review for 2-8C Vaccine Distribution Lane; CryoGrade Logistics confidence changed,2026-04-29T13:03:06Z,677,3,12,12321,0.328,22.99,,normal,,2026-05-13T09:49:19Z
2550,13,twitter,ext_twitter_00002550,FDA inspection signal mentions Autologous Cell Therapy Lot from GeneNova Therapeutics; quality team requested lot genealogy review,2026-05-08T21:09:49Z,732,19,44,16228,0.51,23.54,,normal,,2026-05-13T09:49:19Z
2551,146,instagram,ext_instagram_00002551,EMA review window opened for several biologics variation dossiers,2026-05-12T12:43:31Z,25529,4702,4998,465544,0.53,76.4,,viral,,2026-05-13T09:49:19Z
2552,106,instagram,ext_instagram_00002552,Protocol amendment increases demand for Host Cell Protein Assay Kit; ImmunoWorks Biologics trial supply forecast needs refresh,2026-05-03T00:01:49Z,108,59,37,7919,0.193,21.75,,normal,,2026-05-13T09:49:19Z
2553,355,tiktok,ext_tiktok_00002553,Cold-chain lane exception affects inbound Sterile WFI Vial Batch; WFI Direct shipments may need alternate routes,2026-04-23T16:32:51Z,780,43,34,16313,0.35,23.61,,normal,,2026-05-13T09:49:19Z
2554,118,twitter,ext_twitter_00002554,Single-use component availability tightened after a supplier capacity outage,2026-05-07T15:32:17Z,537,37,48,601,0.005,19.09,,normal,,2026-05-13T09:49:19Z
2555,270,tiktok,ext_tiktok_00002555,Critical component shortage advisory raised for Trace Impurity Reference Standard; FineBio Direct lead times may extend this week,2026-05-07T22:09:42Z,410,74,40,11396,0.481,22.83,,normal,,2026-05-13T09:49:19Z
2556,485,tiktok,ext_tiktok_00002556,Out-of-specification trend opened for VitaCore Therapeutics AAV Vector Reference Lot; QA teams should inspect recent lots,2026-04-16T07:06:05Z,4702,1131,689,135018,0.044,48.3,,rising,,2026-05-13T09:49:19Z
2557,61,instagram,ext_instagram_00002557,Allocation notice issued for Temperature Excursion Triage Kit; CryoGrade Logistics prioritizing enrolled trial sites first,2026-05-12T09:47:36Z,848,80,28,11877,0.708,23.3,,normal,,2026-05-13T09:49:19Z
2558,253,threads,ext_threads_00002558,New manufacturer qualification started for ImmunoWorks Biologics Protein A Resin Qualification Pack; risk team tracking certificates,2026-05-04T01:22:49Z,19017,12778,7822,393774,0.371,76.45,,viral,,2026-05-13T09:49:19Z
2559,236,instagram,ext_instagram_00002559,Temperature excursion warning updated for Randomization Label Pack; verify release hold before receiving TrialPath CRO lots,2026-05-13T09:42:33Z,79,63,33,7768,0.615,21.64,,normal,,2026-05-13T09:49:19Z
2560,183,twitter,ext_twitter_00002560,Port congestion signal may delay VitaCore Therapeutics Recombinant Protein GMP Lot; cold-chain routing needs updated ETA,2026-04-26T20:07:19Z,5886,439,142,67568,0.258,47.2,,rising,,2026-05-13T09:49:19Z
2561,302,youtube,ext_youtube_00002561,Enrollment surge detected for Depth Filter Capsule Set; SterileProcess Systems order book rising after protocol update,2026-04-20T10:56:10Z,127,14,7,15419,0.085,22.06,,normal,,2026-05-13T09:49:19Z
2562,125,threads,ext_threads_00002562,GxP desk published revised handling language for Sterile Fill Finish Batch Slot; VitaCore Therapeutics sites should refresh labels,2026-05-05T08:54:42Z,595,25,1,7952,-0.19,22.32,,normal,,2026-05-13T09:49:19Z
2563,319,instagram,ext_instagram_00002563,Cold-chain routing desk reports new lane restrictions near a major airport hub,2026-05-06T15:16:46Z,7409,551,145,45011,0.575,46.86,,rising,,2026-05-13T09:49:19Z
2564,384,instagram,ext_instagram_00002564,Manufacturer quality note: VitaCore Therapeutics reported tighter specifications for mRNA LNP Clinical Batch effective next batch,2026-04-27T18:15:54Z,5612,692,373,57766,0.152,47.1,,rising,,2026-05-13T09:49:19Z
2565,314,instagram,ext_instagram_00002565,Air freight capacity watch added for Single-Use Bioreactor Bag 500L; SterileProcess Systems shipments through hub corridor need monitoring,2026-05-11T00:40:33Z,8873,560,557,51198,-0.144,47.26,,rising,,2026-05-13T09:49:19Z
2566,170,threads,ext_threads_00002566,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-13T09:49:12Z,44,87,2,19422,-0.342,22.57,,normal,,2026-05-13T09:49:19Z
2567,52,tiktok,ext_tiktok_00002567,Vaccine safety desk highlights Animal Health Vaccine Batch; PreClinix Research availability could tighten next month,2026-04-30T10:00:55Z,3367,717,410,160576,0.143,48.18,,rising,,2026-05-13T09:49:19Z
2568,35,threads,ext_threads_00002568,Companion diagnostics bulletin notes elevated demand for Prefilled Syringe Component Kit; MedPack Components allocation score rising,2026-05-12T03:36:15Z,4522,833,642,92619,-0.106,47.72,,rising,,2026-05-13T09:49:19Z
2569,88,twitter,ext_twitter_00002569,Device engineering flagged substitute review for Animal Health Vaccine Batch; PreClinix Research technical file updated,2026-05-12T20:08:15Z,63,85,37,17534,0.153,22.8,,normal,,2026-05-13T09:49:19Z
2570,420,tiktok,ext_tiktok_00002570,FDA inspection observations increased for sterile manufacturing sites this week,2026-05-13T02:57:45Z,420,7,4,158,-0.25,16.89,,normal,,2026-05-13T09:49:19Z
2571,131,instagram,ext_instagram_00002571,ColdChainOps escalated Sustainable Lab Plastics Kit; verify temperature profile and packaging before next GreenLab Reagents shipment,2026-05-12T17:04:56Z,842,51,43,14484,-0.099,23.54,,normal,,2026-05-13T09:49:19Z
