shipment_id,order_id,center_id,carrier,tracking_number,ship_status,distance_km,estimated_hours,ship_cost,shipped_at,delivered_at,created_at
391,391,7,FabLine Freight,HTR00000391,preparing,207,58.6,455.22,2026-05-04T10:00:00Z,,2026-05-04T09:00:00Z
392,392,12,ChannelFlow Priority,HTR00000392,packed,2223,16.2,383.74,2026-05-04T09:55:00Z,,2026-05-04T08:55:00Z
393,393,5,Oracle Logistics Cloud,HTR00000393,shipped,2344,66.2,482.95,2026-05-04T09:50:00Z,,2026-05-04T08:50:00Z
394,394,10,Silicon Route Express,HTR00000394,in_transit,1131,66.7,238.02,2026-05-04T09:45:00Z,,2026-05-04T08:45:00Z
395,395,3,FabLine Freight,HTR00000395,out_for_delivery,408,74,431.31,2026-05-04T09:40:00Z,,2026-05-04T08:40:00Z
396,396,8,ChannelFlow Priority,HTR00000396,delivered,1514,53.5,219.52,2026-05-04T09:35:00Z,2026-05-04T13:35:00Z,2026-05-04T08:35:00Z
397,397,1,Oracle Logistics Cloud,HTR00000397,packed,1700,9.9,84.72,2026-05-04T09:30:00Z,,2026-05-04T08:30:00Z
398,398,6,Silicon Route Express,HTR00000398,shipped,2636,29.7,457.78,2026-05-04T09:25:00Z,,2026-05-04T08:25:00Z
399,399,11,FabLine Freight,HTR00000399,in_transit,1592,25.2,358.83,2026-05-04T09:20:00Z,,2026-05-04T08:20:00Z
400,400,4,ChannelFlow Priority,HTR00000400,out_for_delivery,1169,34.1,414.1,2026-05-04T09:15:00Z,,2026-05-04T08:15:00Z
401,401,9,Oracle Logistics Cloud,HTR00000401,preparing,2055,58.8,475.36,2026-05-04T09:10:00Z,,2026-05-04T08:10:00Z
402,402,2,Silicon Route Express,HTR00000402,packed,1318,75.6,131.77,2026-05-04T09:05:00Z,,2026-05-04T08:05:00Z
403,403,7,FabLine Freight,HTR00000403,shipped,2653,22.3,485.75,2026-05-04T09:00:00Z,,2026-05-04T08:00:00Z
404,404,12,ChannelFlow Priority,HTR00000404,delivered,636,48.6,455.84,2026-05-04T08:55:00Z,2026-05-04T12:55:00Z,2026-05-04T07:55:00Z
405,405,5,Oracle Logistics Cloud,HTR00000405,out_for_delivery,1933,34.9,499.52,2026-05-04T08:50:00Z,,2026-05-04T07:50:00Z
406,406,10,Silicon Route Express,HTR00000406,preparing,622,57,31.94,2026-05-04T08:45:00Z,,2026-05-04T07:45:00Z
407,407,3,FabLine Freight,HTR00000407,packed,1734,55.5,32.62,2026-05-04T08:40:00Z,,2026-05-04T07:40:00Z
408,408,8,ChannelFlow Priority,HTR00000408,shipped,947,28.6,99.49,2026-05-04T08:35:00Z,,2026-05-04T07:35:00Z
409,409,1,Oracle Logistics Cloud,HTR00000409,in_transit,1530,66.9,245.53,2026-05-04T08:30:00Z,,2026-05-04T07:30:00Z
410,410,6,Silicon Route Express,HTR00000410,out_for_delivery,1977,19.8,61.26,2026-05-04T08:25:00Z,,2026-05-04T07:25:00Z
411,411,11,FabLine Freight,HTR00000411,preparing,1135,4.3,172.12,2026-05-04T08:20:00Z,,2026-05-04T07:20:00Z
412,412,4,ChannelFlow Priority,HTR00000412,delivered,434,15.5,236.6,2026-05-04T08:15:00Z,2026-05-04T12:15:00Z,2026-05-04T07:15:00Z
413,413,9,Oracle Logistics Cloud,HTR00000413,shipped,1477,11.4,102.62,2026-05-04T08:10:00Z,,2026-05-04T07:10:00Z
414,414,2,Silicon Route Express,HTR00000414,in_transit,2562,49.1,350.59,2026-05-04T08:05:00Z,,2026-05-04T07:05:00Z
415,415,7,FabLine Freight,HTR00000415,out_for_delivery,1994,37.9,218.87,2026-05-04T08:00:00Z,,2026-05-04T07:00:00Z
416,416,12,ChannelFlow Priority,HTR00000416,preparing,87,47.6,151.77,2026-05-04T07:55:00Z,,2026-05-04T06:55:00Z
417,417,5,Oracle Logistics Cloud,HTR00000417,packed,1941,38.5,151.3,2026-05-04T07:50:00Z,,2026-05-04T06:50:00Z
418,418,10,Silicon Route Express,HTR00000418,shipped,1963,54.4,448.03,2026-05-04T07:45:00Z,,2026-05-04T06:45:00Z
419,419,3,FabLine Freight,HTR00000419,in_transit,1418,5.4,38.1,2026-05-04T07:40:00Z,,2026-05-04T06:40:00Z
420,420,8,ChannelFlow Priority,HTR00000420,delivered,441,18,222.74,2026-05-04T07:35:00Z,2026-05-04T11:35:00Z,2026-05-04T06:35:00Z
421,421,1,Oracle Logistics Cloud,HTR00000421,preparing,1053,40.8,136.32,2026-05-04T07:30:00Z,,2026-05-04T06:30:00Z
422,422,6,Silicon Route Express,HTR00000422,packed,1823,68.8,169.5,2026-05-04T07:25:00Z,,2026-05-04T06:25:00Z
423,423,11,FabLine Freight,HTR00000423,shipped,1696,34.9,204.1,2026-05-04T07:20:00Z,,2026-05-04T06:20:00Z
424,424,4,ChannelFlow Priority,HTR00000424,in_transit,556,63.4,94.19,2026-05-04T07:15:00Z,,2026-05-04T06:15:00Z
425,425,9,Oracle Logistics Cloud,HTR00000425,out_for_delivery,1687,52.3,362.93,2026-05-04T07:10:00Z,,2026-05-04T06:10:00Z
426,426,2,Silicon Route Express,HTR00000426,preparing,1896,37.6,121.67,2026-05-04T07:05:00Z,,2026-05-04T06:05:00Z
427,427,7,FabLine Freight,HTR00000427,packed,305,5.6,416.73,2026-05-04T07:00:00Z,,2026-05-04T06:00:00Z
428,428,12,ChannelFlow Priority,HTR00000428,delivered,1081,18.6,127.03,2026-05-04T06:55:00Z,2026-05-04T10:55:00Z,2026-05-04T05:55:00Z
429,429,5,Oracle Logistics Cloud,HTR00000429,in_transit,2643,32.5,367.72,2026-05-04T06:50:00Z,,2026-05-04T05:50:00Z
430,430,10,Silicon Route Express,HTR00000430,out_for_delivery,608,68.1,411.13,2026-05-04T06:45:00Z,,2026-05-04T05:45:00Z
431,431,3,FabLine Freight,HTR00000431,preparing,1924,23.1,494.42,2026-05-04T06:40:00Z,,2026-05-04T05:40:00Z
432,432,8,ChannelFlow Priority,HTR00000432,packed,2258,54.1,224.85,2026-05-04T06:35:00Z,,2026-05-04T05:35:00Z
433,433,1,Oracle Logistics Cloud,HTR00000433,shipped,1997,26.6,291.91,2026-05-04T06:30:00Z,,2026-05-04T05:30:00Z
434,434,6,Silicon Route Express,HTR00000434,in_transit,1197,71.2,473.34,2026-05-04T06:25:00Z,,2026-05-04T05:25:00Z
435,435,11,FabLine Freight,HTR00000435,out_for_delivery,2598,14.8,158.68,2026-05-04T06:20:00Z,,2026-05-04T05:20:00Z
436,436,4,ChannelFlow Priority,HTR00000436,delivered,620,62.4,273.45,2026-05-04T06:15:00Z,2026-05-04T10:15:00Z,2026-05-04T05:15:00Z
437,437,9,Oracle Logistics Cloud,HTR00000437,packed,418,58.3,339.26,2026-05-04T06:10:00Z,,2026-05-04T05:10:00Z
438,438,2,Silicon Route Express,HTR00000438,shipped,1293,73.8,195.57,2026-05-04T06:05:00Z,,2026-05-04T05:05:00Z
439,439,7,FabLine Freight,HTR00000439,in_transit,2340,57.4,116.11,2026-05-04T06:00:00Z,,2026-05-04T05:00:00Z
440,440,12,ChannelFlow Priority,HTR00000440,out_for_delivery,2601,63.4,199.3,2026-05-04T05:55:00Z,,2026-05-04T04:55:00Z
441,441,5,Oracle Logistics Cloud,HTR00000441,preparing,2636,43.2,56.29,2026-05-04T05:50:00Z,,2026-05-04T04:50:00Z
442,442,10,Silicon Route Express,HTR00000442,packed,150,57.1,154.84,2026-05-04T05:45:00Z,,2026-05-04T04:45:00Z
443,443,3,FabLine Freight,HTR00000443,shipped,2399,39.1,169,2026-05-04T05:40:00Z,,2026-05-04T04:40:00Z
444,444,8,ChannelFlow Priority,HTR00000444,delivered,896,45.6,48.47,2026-05-04T05:35:00Z,2026-05-04T09:35:00Z,2026-05-04T04:35:00Z
445,445,1,Oracle Logistics Cloud,HTR00000445,out_for_delivery,234,47.4,273.26,2026-05-04T05:30:00Z,,2026-05-04T04:30:00Z
446,446,6,Silicon Route Express,HTR00000446,preparing,338,26.3,326.16,2026-05-04T05:25:00Z,,2026-05-04T04:25:00Z
447,447,11,FabLine Freight,HTR00000447,packed,769,8.1,45.98,2026-05-04T05:20:00Z,,2026-05-04T04:20:00Z
448,448,4,ChannelFlow Priority,HTR00000448,shipped,560,35.3,192.4,2026-05-04T05:15:00Z,,2026-05-04T04:15:00Z
449,449,9,Oracle Logistics Cloud,HTR00000449,in_transit,1467,67.3,440.92,2026-05-04T05:10:00Z,,2026-05-04T04:10:00Z
450,450,2,Silicon Route Express,HTR00000450,out_for_delivery,2155,49.3,91.99,2026-05-04T05:05:00Z,,2026-05-04T04:05:00Z
451,451,7,FabLine Freight,HTR00000451,preparing,1580,64.9,152.45,2026-05-04T05:00:00Z,,2026-05-04T04:00:00Z
452,452,12,ChannelFlow Priority,HTR00000452,delivered,454,71.3,484.43,2026-05-04T04:55:00Z,2026-05-04T08:55:00Z,2026-05-04T03:55:00Z
453,453,5,Oracle Logistics Cloud,HTR00000453,shipped,383,20,412.5,2026-05-04T04:50:00Z,,2026-05-04T03:50:00Z
454,454,10,Silicon Route Express,HTR00000454,in_transit,1514,33.8,291.69,2026-05-04T04:45:00Z,,2026-05-04T03:45:00Z
455,455,3,FabLine Freight,HTR00000455,out_for_delivery,1398,40.9,348.43,2026-05-04T04:40:00Z,,2026-05-04T03:40:00Z
456,456,8,ChannelFlow Priority,HTR00000456,preparing,617,37.9,57.98,2026-05-04T04:35:00Z,,2026-05-04T03:35:00Z
457,457,1,Oracle Logistics Cloud,HTR00000457,packed,2560,25.4,378.26,2026-05-04T04:30:00Z,,2026-05-04T03:30:00Z
458,458,6,Silicon Route Express,HTR00000458,shipped,91,26.4,92.28,2026-05-04T04:25:00Z,,2026-05-04T03:25:00Z
459,459,11,FabLine Freight,HTR00000459,in_transit,2647,32.7,138.45,2026-05-04T04:20:00Z,,2026-05-04T03:20:00Z
460,460,4,ChannelFlow Priority,HTR00000460,delivered,1832,24.9,348.72,2026-05-04T04:15:00Z,2026-05-04T08:15:00Z,2026-05-04T03:15:00Z
461,461,9,Oracle Logistics Cloud,HTR00000461,preparing,2309,24.1,355.78,2026-05-04T04:10:00Z,,2026-05-04T03:10:00Z
462,462,2,Silicon Route Express,HTR00000462,packed,397,68.3,267.1,2026-05-04T04:05:00Z,,2026-05-04T03:05:00Z
463,463,7,FabLine Freight,HTR00000463,shipped,2353,32.4,401.91,2026-05-04T04:00:00Z,,2026-05-04T03:00:00Z
464,464,12,ChannelFlow Priority,HTR00000464,in_transit,1502,21.3,277.77,2026-05-04T03:55:00Z,,2026-05-04T02:55:00Z
465,465,5,Oracle Logistics Cloud,HTR00000465,out_for_delivery,1039,50.7,337.6,2026-05-04T03:50:00Z,,2026-05-04T02:50:00Z
466,466,10,Silicon Route Express,HTR00000466,preparing,354,38.1,176.26,2026-05-04T03:45:00Z,,2026-05-04T02:45:00Z
467,467,3,FabLine Freight,HTR00000467,packed,1278,17,347.16,2026-05-04T03:40:00Z,,2026-05-04T02:40:00Z
468,468,8,ChannelFlow Priority,HTR00000468,delivered,1741,22.5,193.42,2026-05-04T03:35:00Z,2026-05-04T07:35:00Z,2026-05-04T02:35:00Z
469,469,1,Oracle Logistics Cloud,HTR00000469,in_transit,1354,43.8,241.83,2026-05-04T03:30:00Z,,2026-05-04T02:30:00Z
470,470,6,Silicon Route Express,HTR00000470,out_for_delivery,93,44.3,378.37,2026-05-04T03:25:00Z,,2026-05-04T02:25:00Z
471,471,11,FabLine Freight,HTR00000471,preparing,362,47.9,121.35,2026-05-04T03:20:00Z,,2026-05-04T02:20:00Z
472,472,4,ChannelFlow Priority,HTR00000472,packed,710,25.6,67.19,2026-05-04T03:15:00Z,,2026-05-04T02:15:00Z
473,473,9,Oracle Logistics Cloud,HTR00000473,shipped,1566,73.7,378.8,2026-05-04T03:10:00Z,,2026-05-04T02:10:00Z
474,474,2,Silicon Route Express,HTR00000474,in_transit,710,13.1,346.32,2026-05-04T03:05:00Z,,2026-05-04T02:05:00Z
475,475,7,FabLine Freight,HTR00000475,out_for_delivery,2162,39.2,190.02,2026-05-04T03:00:00Z,,2026-05-04T02:00:00Z
476,476,12,ChannelFlow Priority,HTR00000476,delivered,1088,10.9,297.5,2026-05-04T02:55:00Z,2026-05-04T06:55:00Z,2026-05-04T01:55:00Z
477,477,5,Oracle Logistics Cloud,HTR00000477,packed,907,36.6,304.99,2026-05-04T02:50:00Z,,2026-05-04T01:50:00Z
478,478,10,Silicon Route Express,HTR00000478,shipped,507,53.7,61.65,2026-05-04T02:45:00Z,,2026-05-04T01:45:00Z
479,479,3,FabLine Freight,HTR00000479,in_transit,1168,45.9,111.64,2026-05-04T02:40:00Z,,2026-05-04T01:40:00Z
480,480,8,ChannelFlow Priority,HTR00000480,out_for_delivery,2415,17.1,106.81,2026-05-04T02:35:00Z,,2026-05-04T01:35:00Z
481,481,1,Oracle Logistics Cloud,HTR00000481,preparing,2255,23.7,388.71,2026-05-04T02:30:00Z,,2026-05-04T01:30:00Z
482,482,6,Silicon Route Express,HTR00000482,packed,810,59.1,323.63,2026-05-04T02:25:00Z,,2026-05-04T01:25:00Z
483,483,11,FabLine Freight,HTR00000483,shipped,2565,7.2,477.47,2026-05-04T02:20:00Z,,2026-05-04T01:20:00Z
484,484,4,ChannelFlow Priority,HTR00000484,delivered,1308,73.8,186.29,2026-05-04T02:15:00Z,2026-05-04T06:15:00Z,2026-05-04T01:15:00Z
485,485,9,Oracle Logistics Cloud,HTR00000485,out_for_delivery,1500,26.6,242.89,2026-05-04T02:10:00Z,,2026-05-04T01:10:00Z
486,486,2,Silicon Route Express,HTR00000486,preparing,2184,70.5,165.4,2026-05-04T02:05:00Z,,2026-05-04T01:05:00Z
487,487,7,FabLine Freight,HTR00000487,packed,2583,23.4,342.97,2026-05-04T02:00:00Z,,2026-05-04T01:00:00Z
488,488,12,ChannelFlow Priority,HTR00000488,shipped,1045,17.8,419.74,2026-05-04T01:55:00Z,,2026-05-04T00:55:00Z
489,489,5,Oracle Logistics Cloud,HTR00000489,in_transit,531,51,325.69,2026-05-04T01:50:00Z,,2026-05-04T00:50:00Z
490,490,10,Silicon Route Express,HTR00000490,out_for_delivery,384,10.2,385.18,2026-05-04T01:45:00Z,,2026-05-04T00:45:00Z
491,491,3,FabLine Freight,HTR00000491,preparing,932,17.4,392.19,2026-05-04T01:40:00Z,,2026-05-04T00:40:00Z
492,492,8,ChannelFlow Priority,HTR00000492,delivered,403,53.6,303.53,2026-05-04T01:35:00Z,2026-05-04T05:35:00Z,2026-05-04T00:35:00Z
493,493,1,Oracle Logistics Cloud,HTR00000493,shipped,2166,50.5,471.07,2026-05-04T01:30:00Z,,2026-05-04T00:30:00Z
494,494,6,Silicon Route Express,HTR00000494,in_transit,1980,63.5,95.56,2026-05-04T01:25:00Z,,2026-05-04T00:25:00Z
495,495,11,FabLine Freight,HTR00000495,out_for_delivery,2626,8.7,150.75,2026-05-04T01:20:00Z,,2026-05-04T00:20:00Z
496,496,4,ChannelFlow Priority,HTR00000496,preparing,2058,19.5,186.75,2026-05-04T01:15:00Z,,2026-05-04T00:15:00Z
497,497,9,Oracle Logistics Cloud,HTR00000497,packed,1625,42,134.83,2026-05-04T01:10:00Z,,2026-05-04T00:10:00Z
498,498,2,Silicon Route Express,HTR00000498,shipped,673,44,405.54,2026-05-04T01:05:00Z,,2026-05-04T00:05:00Z
499,499,7,FabLine Freight,HTR00000499,in_transit,675,36.4,265.3,2026-05-04T01:00:00Z,,2026-05-04T00:00:00Z
500,500,12,ChannelFlow Priority,HTR00000500,delivered,818,72.2,202.49,2026-05-04T00:55:00Z,2026-05-04T04:55:00Z,2026-05-03T23:55:00Z
501,501,5,Oracle Logistics Cloud,HTR00000501,preparing,1537,13.9,195.87,2026-05-04T00:50:00Z,,2026-05-03T23:50:00Z
502,502,10,Silicon Route Express,HTR00000502,packed,257,42.6,183.47,2026-05-04T00:45:00Z,,2026-05-03T23:45:00Z
503,503,3,FabLine Freight,HTR00000503,shipped,1586,66.2,314.63,2026-05-04T00:40:00Z,,2026-05-03T23:40:00Z
504,504,8,ChannelFlow Priority,HTR00000504,in_transit,2467,62.4,64.28,2026-05-04T00:35:00Z,,2026-05-03T23:35:00Z
505,505,1,Oracle Logistics Cloud,HTR00000505,out_for_delivery,337,18.7,439.52,2026-05-04T00:30:00Z,,2026-05-03T23:30:00Z
506,506,6,Silicon Route Express,HTR00000506,preparing,1973,49.6,479.87,2026-05-04T00:25:00Z,,2026-05-03T23:25:00Z
507,507,11,FabLine Freight,HTR00000507,packed,2254,16.8,356.95,2026-05-04T00:20:00Z,,2026-05-03T23:20:00Z
508,508,4,ChannelFlow Priority,HTR00000508,delivered,1479,28.5,394.64,2026-05-04T00:15:00Z,2026-05-04T04:15:00Z,2026-05-03T23:15:00Z
509,509,9,Oracle Logistics Cloud,HTR00000509,in_transit,2639,33.9,176.77,2026-05-04T00:10:00Z,,2026-05-03T23:10:00Z
510,510,2,Silicon Route Express,HTR00000510,out_for_delivery,1541,35.3,502.42,2026-05-04T00:05:00Z,,2026-05-03T23:05:00Z
511,511,7,FabLine Freight,HTR00000511,preparing,98,75.1,496.29,2026-05-04T00:00:00Z,,2026-05-03T23:00:00Z
512,512,12,ChannelFlow Priority,HTR00000512,packed,822,45.1,95.62,2026-05-03T23:55:00Z,,2026-05-03T22:55:00Z
513,513,5,Oracle Logistics Cloud,HTR00000513,shipped,767,21,398.97,2026-05-03T23:50:00Z,,2026-05-03T22:50:00Z
514,514,10,Silicon Route Express,HTR00000514,in_transit,2404,59.7,28.04,2026-05-03T23:45:00Z,,2026-05-03T22:45:00Z
515,515,3,FabLine Freight,HTR00000515,out_for_delivery,623,26.5,142.76,2026-05-03T23:40:00Z,,2026-05-03T22:40:00Z
516,516,8,ChannelFlow Priority,HTR00000516,delivered,2351,41.5,318.63,2026-05-03T23:35:00Z,2026-05-04T03:35:00Z,2026-05-03T22:35:00Z
517,517,1,Oracle Logistics Cloud,HTR00000517,packed,219,39.8,182.04,2026-05-03T23:30:00Z,,2026-05-03T22:30:00Z
518,518,6,Silicon Route Express,HTR00000518,shipped,1410,34.5,459.87,2026-05-03T23:25:00Z,,2026-05-03T22:25:00Z
519,519,11,FabLine Freight,HTR00000519,in_transit,1610,39.1,150.21,2026-05-03T23:20:00Z,,2026-05-03T22:20:00Z
520,520,4,ChannelFlow Priority,HTR00000520,out_for_delivery,2669,38.6,403.65,2026-05-03T23:15:00Z,,2026-05-03T22:15:00Z
521,521,9,Oracle Logistics Cloud,HTR00000521,preparing,2185,20.1,294.26,2026-05-03T23:10:00Z,,2026-05-03T22:10:00Z
522,522,2,Silicon Route Express,HTR00000522,packed,1610,23.6,153.14,2026-05-03T23:05:00Z,,2026-05-03T22:05:00Z
523,523,7,FabLine Freight,HTR00000523,shipped,1728,30.9,318.43,2026-05-03T23:00:00Z,,2026-05-03T22:00:00Z
524,524,12,ChannelFlow Priority,HTR00000524,delivered,859,8.6,194.93,2026-05-03T22:55:00Z,2026-05-04T02:55:00Z,2026-05-03T21:55:00Z
525,525,5,Oracle Logistics Cloud,HTR00000525,out_for_delivery,1302,55.8,210.82,2026-05-03T22:50:00Z,,2026-05-03T21:50:00Z
526,526,10,Silicon Route Express,HTR00000526,preparing,2069,52.9,488.51,2026-05-03T22:45:00Z,,2026-05-03T21:45:00Z
527,527,3,FabLine Freight,HTR00000527,packed,1159,65.2,146.09,2026-05-03T22:40:00Z,,2026-05-03T21:40:00Z
528,528,8,ChannelFlow Priority,HTR00000528,shipped,296,6.1,78.44,2026-05-03T22:35:00Z,,2026-05-03T21:35:00Z
529,529,1,Oracle Logistics Cloud,HTR00000529,in_transit,2273,71.5,291.44,2026-05-03T22:30:00Z,,2026-05-03T21:30:00Z
530,530,6,Silicon Route Express,HTR00000530,out_for_delivery,2300,26.2,112.39,2026-05-03T22:25:00Z,,2026-05-03T21:25:00Z
531,531,11,FabLine Freight,HTR00000531,preparing,1415,27.9,305.05,2026-05-03T22:20:00Z,,2026-05-03T21:20:00Z
532,532,4,ChannelFlow Priority,HTR00000532,delivered,895,43.8,265.12,2026-05-03T22:15:00Z,2026-05-04T02:15:00Z,2026-05-03T21:15:00Z
533,533,9,Oracle Logistics Cloud,HTR00000533,shipped,877,35.5,210.04,2026-05-03T22:10:00Z,,2026-05-03T21:10:00Z
534,534,2,Silicon Route Express,HTR00000534,in_transit,974,35.3,370.4,2026-05-03T22:05:00Z,,2026-05-03T21:05:00Z
535,535,7,FabLine Freight,HTR00000535,out_for_delivery,1824,16.6,155.73,2026-05-03T22:00:00Z,,2026-05-03T21:00:00Z
536,536,12,ChannelFlow Priority,HTR00000536,preparing,2558,26.3,364.13,2026-05-03T21:55:00Z,,2026-05-03T20:55:00Z
537,537,5,Oracle Logistics Cloud,HTR00000537,packed,523,54.6,147.63,2026-05-03T21:50:00Z,,2026-05-03T20:50:00Z
538,538,10,Silicon Route Express,HTR00000538,shipped,839,15.6,424.37,2026-05-03T21:45:00Z,,2026-05-03T20:45:00Z
539,539,3,FabLine Freight,HTR00000539,in_transit,1610,41.8,444.21,2026-05-03T21:40:00Z,,2026-05-03T20:40:00Z
540,540,8,ChannelFlow Priority,HTR00000540,delivered,1220,30.2,289.23,2026-05-03T21:35:00Z,2026-05-04T01:35:00Z,2026-05-03T20:35:00Z
541,541,1,Oracle Logistics Cloud,HTR00000541,preparing,2341,40,423.4,2026-05-03T21:30:00Z,,2026-05-03T20:30:00Z
542,542,6,Silicon Route Express,HTR00000542,packed,1295,18.3,377.92,2026-05-03T21:25:00Z,,2026-05-03T20:25:00Z
543,543,11,FabLine Freight,HTR00000543,shipped,2398,60.1,146.07,2026-05-03T21:20:00Z,,2026-05-03T20:20:00Z
544,544,4,ChannelFlow Priority,HTR00000544,in_transit,2598,44.7,219.64,2026-05-03T21:15:00Z,,2026-05-03T20:15:00Z
545,545,9,Oracle Logistics Cloud,HTR00000545,out_for_delivery,1090,33.5,413.73,2026-05-03T21:10:00Z,,2026-05-03T20:10:00Z
546,546,2,Silicon Route Express,HTR00000546,preparing,2676,36.1,285.65,2026-05-03T21:05:00Z,,2026-05-03T20:05:00Z
547,547,7,FabLine Freight,HTR00000547,packed,1345,55.4,339.15,2026-05-03T21:00:00Z,,2026-05-03T20:00:00Z
548,548,12,ChannelFlow Priority,HTR00000548,delivered,1864,48.7,252.77,2026-05-03T20:55:00Z,2026-05-04T00:55:00Z,2026-05-03T19:55:00Z
549,549,5,Oracle Logistics Cloud,HTR00000549,in_transit,1638,45,386.47,2026-05-03T20:50:00Z,,2026-05-03T19:50:00Z
550,550,10,Silicon Route Express,HTR00000550,out_for_delivery,1879,28.6,84.63,2026-05-03T20:45:00Z,,2026-05-03T19:45:00Z
551,551,3,FabLine Freight,HTR00000551,preparing,2170,34.9,46.4,2026-05-03T20:40:00Z,,2026-05-03T19:40:00Z
552,552,8,ChannelFlow Priority,HTR00000552,packed,2325,42.5,262.31,2026-05-03T20:35:00Z,,2026-05-03T19:35:00Z
553,553,1,Oracle Logistics Cloud,HTR00000553,shipped,928,6.4,486.96,2026-05-03T20:30:00Z,,2026-05-03T19:30:00Z
554,554,6,Silicon Route Express,HTR00000554,in_transit,951,60.1,45.04,2026-05-03T20:25:00Z,,2026-05-03T19:25:00Z
555,555,11,FabLine Freight,HTR00000555,out_for_delivery,460,73.4,343.25,2026-05-03T20:20:00Z,,2026-05-03T19:20:00Z
556,556,4,ChannelFlow Priority,HTR00000556,delivered,513,5.1,431.34,2026-05-03T20:15:00Z,2026-05-04T00:15:00Z,2026-05-03T19:15:00Z
557,557,9,Oracle Logistics Cloud,HTR00000557,packed,1416,42.2,242.44,2026-05-03T20:10:00Z,,2026-05-03T19:10:00Z
558,558,2,Silicon Route Express,HTR00000558,shipped,1555,50.7,223.73,2026-05-03T20:05:00Z,,2026-05-03T19:05:00Z
559,559,7,FabLine Freight,HTR00000559,in_transit,468,8.4,238.82,2026-05-03T20:00:00Z,,2026-05-03T19:00:00Z
560,560,12,ChannelFlow Priority,HTR00000560,out_for_delivery,940,65.1,485.83,2026-05-03T19:55:00Z,,2026-05-03T18:55:00Z
561,561,5,Oracle Logistics Cloud,HTR00000561,preparing,2220,19.8,164.37,2026-05-03T19:50:00Z,,2026-05-03T18:50:00Z
562,562,10,Silicon Route Express,HTR00000562,packed,1485,42.1,184.2,2026-05-03T19:45:00Z,,2026-05-03T18:45:00Z
563,563,3,FabLine Freight,HTR00000563,shipped,1654,46.6,324.28,2026-05-03T19:40:00Z,,2026-05-03T18:40:00Z
564,564,8,ChannelFlow Priority,HTR00000564,delivered,1387,11,331.04,2026-05-03T19:35:00Z,2026-05-03T23:35:00Z,2026-05-03T18:35:00Z
565,565,1,Oracle Logistics Cloud,HTR00000565,out_for_delivery,2673,14.7,46.57,2026-05-03T19:30:00Z,,2026-05-03T18:30:00Z
566,566,6,Silicon Route Express,HTR00000566,preparing,495,67.8,381.76,2026-05-03T19:25:00Z,,2026-05-03T18:25:00Z
567,567,11,FabLine Freight,HTR00000567,packed,626,59.6,171.55,2026-05-03T19:20:00Z,,2026-05-03T18:20:00Z
568,568,4,ChannelFlow Priority,HTR00000568,shipped,1172,38.9,397.63,2026-05-03T19:15:00Z,,2026-05-03T18:15:00Z
569,569,9,Oracle Logistics Cloud,HTR00000569,in_transit,1346,27.1,255.36,2026-05-03T19:10:00Z,,2026-05-03T18:10:00Z
570,570,2,Silicon Route Express,HTR00000570,out_for_delivery,2444,67.6,266.73,2026-05-03T19:05:00Z,,2026-05-03T18:05:00Z
571,571,7,FabLine Freight,HTR00000571,preparing,2386,62.9,36,2026-05-03T19:00:00Z,,2026-05-03T18:00:00Z
572,572,12,ChannelFlow Priority,HTR00000572,delivered,2607,70.7,242.98,2026-05-03T18:55:00Z,2026-05-03T22:55:00Z,2026-05-03T17:55:00Z
573,573,5,Oracle Logistics Cloud,HTR00000573,shipped,1171,54.4,226.79,2026-05-03T18:50:00Z,,2026-05-03T17:50:00Z
574,574,10,Silicon Route Express,HTR00000574,in_transit,562,27.2,88.03,2026-05-03T18:45:00Z,,2026-05-03T17:45:00Z
575,575,3,FabLine Freight,HTR00000575,out_for_delivery,349,39.6,198.78,2026-05-03T18:40:00Z,,2026-05-03T17:40:00Z
576,576,8,ChannelFlow Priority,HTR00000576,preparing,2271,50.9,163.74,2026-05-03T18:35:00Z,,2026-05-03T17:35:00Z
577,577,1,Oracle Logistics Cloud,HTR00000577,packed,1002,56.4,180.44,2026-05-03T18:30:00Z,,2026-05-03T17:30:00Z
578,578,6,Silicon Route Express,HTR00000578,shipped,551,41.8,488.07,2026-05-03T18:25:00Z,,2026-05-03T17:25:00Z
579,579,11,FabLine Freight,HTR00000579,in_transit,2186,71.9,226.04,2026-05-03T18:20:00Z,,2026-05-03T17:20:00Z
580,580,4,ChannelFlow Priority,HTR00000580,delivered,1360,48.8,340.1,2026-05-03T18:15:00Z,2026-05-03T22:15:00Z,2026-05-03T17:15:00Z
581,581,9,Oracle Logistics Cloud,HTR00000581,preparing,2281,31.7,428.34,2026-05-03T18:10:00Z,,2026-05-03T17:10:00Z
582,582,2,Silicon Route Express,HTR00000582,packed,2667,44.9,290.41,2026-05-03T18:05:00Z,,2026-05-03T17:05:00Z
583,583,7,FabLine Freight,HTR00000583,shipped,1338,24.1,476.24,2026-05-03T18:00:00Z,,2026-05-03T17:00:00Z
584,584,12,ChannelFlow Priority,HTR00000584,in_transit,2077,75.2,406.06,2026-05-03T17:55:00Z,,2026-05-03T16:55:00Z
585,585,5,Oracle Logistics Cloud,HTR00000585,out_for_delivery,2048,4.3,350.6,2026-05-03T17:50:00Z,,2026-05-03T16:50:00Z
