forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
267,45,Mountain Network Systems Region,2026-05-08,297,224,364,1.18,hightech_demo_forecast_v2,Demand volatility forecast for NPI Supplier Readiness Kit in Mountain Network Systems Region.,2026-05-05T16:30:00Z
268,45,Carolinas Field Quality Zone,2026-05-09,530,409,617,1.09,hightech_demo_forecast_v2,Demand volatility forecast for NPI Supplier Readiness Kit in Carolinas Field Quality Zone.,2026-05-05T16:30:00Z
269,45,Florida Channel Inventory Region,2026-05-10,485,369,623,1.26,hightech_demo_forecast_v2,Demand volatility forecast for NPI Supplier Readiness Kit in Florida Channel Inventory Region.,2026-05-05T16:30:00Z
270,45,New York Support Operations Metro,2026-05-11,384,291,488,0.86,hightech_demo_forecast_v2,Demand volatility forecast for NPI Supplier Readiness Kit in New York Support Operations Metro.,2026-05-05T16:30:00Z
271,46,Pacific Connected Product Coast,2026-05-06,629,506,832,0.91,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in Pacific Connected Product Coast.,2026-05-05T16:30:00Z
272,46,Mountain Network Systems Region,2026-05-07,705,574,821,1.14,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in Mountain Network Systems Region.,2026-05-05T16:30:00Z
273,46,Carolinas Field Quality Zone,2026-05-08,281,212,341,1.26,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in Carolinas Field Quality Zone.,2026-05-05T16:30:00Z
274,46,Florida Channel Inventory Region,2026-05-09,130,103,174,1.45,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in Florida Channel Inventory Region.,2026-05-05T16:30:00Z
275,46,New York Support Operations Metro,2026-05-10,521,405,632,1.18,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in New York Support Operations Metro.,2026-05-05T16:30:00Z
276,46,Southern California Electronics Port,2026-05-11,633,480,798,1.51,hightech_demo_forecast_v2,Demand volatility forecast for Fab Operations Runbook Seat in Southern California Electronics Port.,2026-05-05T16:30:00Z
277,47,Mountain Network Systems Region,2026-05-06,616,479,737,1.41,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in Mountain Network Systems Region.,2026-05-05T16:30:00Z
278,47,Carolinas Field Quality Zone,2026-05-07,520,388,636,1,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in Carolinas Field Quality Zone.,2026-05-05T16:30:00Z
279,47,Florida Channel Inventory Region,2026-05-08,209,157,257,1.23,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in Florida Channel Inventory Region.,2026-05-05T16:30:00Z
280,47,New York Support Operations Metro,2026-05-09,485,380,572,1.32,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in New York Support Operations Metro.,2026-05-05T16:30:00Z
281,47,Southern California Electronics Port,2026-05-10,753,616,968,1.3,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in Southern California Electronics Port.,2026-05-05T16:30:00Z
282,47,Pacific Northwest Demand Volatility Zone,2026-05-11,366,295,485,1.3,hightech_demo_forecast_v2,Demand volatility forecast for Yield Excursion Response Pack in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
283,48,Carolinas Field Quality Zone,2026-05-06,231,181,306,1.21,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in Carolinas Field Quality Zone.,2026-05-05T16:30:00Z
284,48,Florida Channel Inventory Region,2026-05-07,557,435,706,0.91,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in Florida Channel Inventory Region.,2026-05-05T16:30:00Z
285,48,New York Support Operations Metro,2026-05-08,491,398,589,0.92,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in New York Support Operations Metro.,2026-05-05T16:30:00Z
286,48,Southern California Electronics Port,2026-05-09,655,516,826,1.2,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in Southern California Electronics Port.,2026-05-05T16:30:00Z
287,48,Pacific Northwest Demand Volatility Zone,2026-05-10,137,102,183,1.45,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
288,48,Great Lakes Supplier Risk Zone,2026-05-11,192,150,256,0.91,hightech_demo_forecast_v2,Demand volatility forecast for PLM Compliance Evidence Pack in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
289,49,Florida Channel Inventory Region,2026-05-06,189,141,223,1.07,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in Florida Channel Inventory Region.,2026-05-05T16:30:00Z
290,49,New York Support Operations Metro,2026-05-07,559,445,651,1.27,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in New York Support Operations Metro.,2026-05-05T16:30:00Z
291,49,Southern California Electronics Port,2026-05-08,332,268,400,1.18,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in Southern California Electronics Port.,2026-05-05T16:30:00Z
292,49,Pacific Northwest Demand Volatility Zone,2026-05-09,102,76,123,1.29,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
293,49,Great Lakes Supplier Risk Zone,2026-05-10,583,446,719,1.22,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
294,49,Gulf Coast Industrial IoT Region,2026-05-11,563,453,682,1.27,hightech_demo_forecast_v2,Demand volatility forecast for Customer Promise Allocation API in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
295,50,New York Support Operations Metro,2026-05-06,354,277,462,1.24,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in New York Support Operations Metro.,2026-05-05T16:30:00Z
296,50,Southern California Electronics Port,2026-05-07,669,523,888,1.43,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in Southern California Electronics Port.,2026-05-05T16:30:00Z
297,50,Pacific Northwest Demand Volatility Zone,2026-05-08,186,151,240,1.44,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
298,50,Great Lakes Supplier Risk Zone,2026-05-09,588,460,728,1.24,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
299,50,Gulf Coast Industrial IoT Region,2026-05-10,366,273,482,1.47,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
300,50,Mid-Atlantic Customer Commitment Belt,2026-05-11,515,408,622,1.21,hightech_demo_forecast_v2,Demand volatility forecast for Component Shortage Scenario Lab in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
301,51,Southern California Electronics Port,2026-05-06,102,78,121,0.91,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Southern California Electronics Port.,2026-05-05T16:30:00Z
302,51,Pacific Northwest Demand Volatility Zone,2026-05-07,107,82,131,1.35,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
303,51,Great Lakes Supplier Risk Zone,2026-05-08,628,483,742,1.53,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
304,51,Gulf Coast Industrial IoT Region,2026-05-09,651,488,831,1.54,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
305,51,Mid-Atlantic Customer Commitment Belt,2026-05-10,545,419,677,1.52,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
306,51,Rocky Mountain Edge Systems Zone,2026-05-11,347,270,462,1.4,hightech_demo_forecast_v2,Demand volatility forecast for Support Knowledge Graph Seat in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
307,52,Pacific Northwest Demand Volatility Zone,2026-05-06,440,358,546,1.12,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Pacific Northwest Demand Volatility Zone.,2026-05-05T16:30:00Z
308,52,Great Lakes Supplier Risk Zone,2026-05-07,250,191,291,1.26,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
309,52,Gulf Coast Industrial IoT Region,2026-05-08,178,135,236,1.12,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
310,52,Mid-Atlantic Customer Commitment Belt,2026-05-09,553,453,706,1.52,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
311,52,Rocky Mountain Edge Systems Zone,2026-05-10,445,338,519,1.55,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
312,52,Central Plains Capacity Planning Region,2026-05-11,527,414,658,1.19,hightech_demo_forecast_v2,Demand volatility forecast for Field Failure Pattern Detector in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
313,53,Great Lakes Supplier Risk Zone,2026-05-06,550,419,661,1.09,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Great Lakes Supplier Risk Zone.,2026-05-05T16:30:00Z
314,53,Gulf Coast Industrial IoT Region,2026-05-07,222,171,273,0.99,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
315,53,Mid-Atlantic Customer Commitment Belt,2026-05-08,491,374,643,1.32,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
316,53,Rocky Mountain Edge Systems Zone,2026-05-09,338,274,395,0.85,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
317,53,Central Plains Capacity Planning Region,2026-05-10,495,372,595,1.29,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
318,53,Tennessee Valley Assembly Region,2026-05-11,545,422,699,1.54,hightech_demo_forecast_v2,Demand volatility forecast for Connected Product Telemetry Hub in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
319,54,Gulf Coast Industrial IoT Region,2026-05-06,582,473,682,1.32,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in Gulf Coast Industrial IoT Region.,2026-05-05T16:30:00Z
320,54,Mid-Atlantic Customer Commitment Belt,2026-05-07,595,465,743,1.31,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
321,54,Rocky Mountain Edge Systems Zone,2026-05-08,460,356,559,1.39,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
322,54,Central Plains Capacity Planning Region,2026-05-09,243,199,284,1.44,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
323,54,Tennessee Valley Assembly Region,2026-05-10,286,222,341,1.44,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
324,54,New England Warranty Analytics Corridor,2026-05-11,521,420,639,1.28,hightech_demo_forecast_v2,Demand volatility forecast for Assembly Yield Correlator in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
325,55,Mid-Atlantic Customer Commitment Belt,2026-05-06,562,435,663,0.95,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in Mid-Atlantic Customer Commitment Belt.,2026-05-05T16:30:00Z
326,55,Rocky Mountain Edge Systems Zone,2026-05-07,139,104,185,0.9,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
327,55,Central Plains Capacity Planning Region,2026-05-08,369,276,477,1.2,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
328,55,Tennessee Valley Assembly Region,2026-05-09,419,340,515,1.09,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
329,55,New England Warranty Analytics Corridor,2026-05-10,488,364,633,1.44,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
330,55,Silicon Valley AI Systems Corridor,2026-05-11,402,311,525,1.1,hightech_demo_forecast_v2,Demand volatility forecast for Supplier Risk Heatmap Service in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
331,56,Rocky Mountain Edge Systems Zone,2026-05-06,703,559,922,1.37,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in Rocky Mountain Edge Systems Zone.,2026-05-05T16:30:00Z
332,56,Central Plains Capacity Planning Region,2026-05-07,344,274,460,1.37,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
333,56,Tennessee Valley Assembly Region,2026-05-08,493,395,631,1.2,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
334,56,New England Warranty Analytics Corridor,2026-05-09,445,349,536,0.97,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
335,56,Silicon Valley AI Systems Corridor,2026-05-10,350,286,443,1.26,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
336,56,Arizona Fab Operations Belt,2026-05-11,300,228,366,0.92,hightech_demo_forecast_v2,Demand volatility forecast for Order Promising Capacity Twin in Arizona Fab Operations Belt.,2026-05-05T16:30:00Z
337,57,Central Plains Capacity Planning Region,2026-05-06,245,195,297,0.9,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in Central Plains Capacity Planning Region.,2026-05-05T16:30:00Z
338,57,Tennessee Valley Assembly Region,2026-05-07,196,147,245,1.13,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
339,57,New England Warranty Analytics Corridor,2026-05-08,327,267,423,1.32,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
340,57,Silicon Valley AI Systems Corridor,2026-05-09,168,133,219,1.53,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
341,57,Arizona Fab Operations Belt,2026-05-10,157,126,196,1.14,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in Arizona Fab Operations Belt.,2026-05-05T16:30:00Z
342,57,Texas Component Logistics Zone,2026-05-11,644,499,835,0.88,hightech_demo_forecast_v2,Demand volatility forecast for Contract Manufacturing Audit Pack in Texas Component Logistics Zone.,2026-05-05T16:30:00Z
343,58,Tennessee Valley Assembly Region,2026-05-06,609,453,745,0.97,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in Tennessee Valley Assembly Region.,2026-05-05T16:30:00Z
344,58,New England Warranty Analytics Corridor,2026-05-07,391,301,517,1.28,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
345,58,Silicon Valley AI Systems Corridor,2026-05-08,446,337,549,0.96,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
346,58,Arizona Fab Operations Belt,2026-05-09,166,133,195,1.25,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in Arizona Fab Operations Belt.,2026-05-05T16:30:00Z
347,58,Texas Component Logistics Zone,2026-05-10,281,212,329,1.06,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in Texas Component Logistics Zone.,2026-05-05T16:30:00Z
348,58,Midwest Contract Manufacturing Cluster,2026-05-11,118,90,150,1.19,hightech_demo_forecast_v2,Demand volatility forecast for Design Handoff Readiness Gate in Midwest Contract Manufacturing Cluster.,2026-05-05T16:30:00Z
349,59,New England Warranty Analytics Corridor,2026-05-06,141,106,179,1.29,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in New England Warranty Analytics Corridor.,2026-05-05T16:30:00Z
350,59,Silicon Valley AI Systems Corridor,2026-05-07,611,486,786,1.37,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
351,59,Arizona Fab Operations Belt,2026-05-08,628,512,783,1.5,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in Arizona Fab Operations Belt.,2026-05-05T16:30:00Z
352,59,Texas Component Logistics Zone,2026-05-09,290,217,378,0.93,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in Texas Component Logistics Zone.,2026-05-05T16:30:00Z
353,59,Midwest Contract Manufacturing Cluster,2026-05-10,453,351,573,1.46,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in Midwest Contract Manufacturing Cluster.,2026-05-05T16:30:00Z
354,59,Northeast PLM Handoff Corridor,2026-05-11,535,405,685,1.49,hightech_demo_forecast_v2,Demand volatility forecast for Wafer Starts Commit Planner in Northeast PLM Handoff Corridor.,2026-05-05T16:30:00Z
355,60,Silicon Valley AI Systems Corridor,2026-05-06,298,243,360,1.25,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Silicon Valley AI Systems Corridor.,2026-05-05T16:30:00Z
356,60,Arizona Fab Operations Belt,2026-05-07,682,536,803,1.13,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Arizona Fab Operations Belt.,2026-05-05T16:30:00Z
357,60,Texas Component Logistics Zone,2026-05-08,521,404,653,1.5,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Texas Component Logistics Zone.,2026-05-05T16:30:00Z
358,60,Midwest Contract Manufacturing Cluster,2026-05-09,492,381,592,0.97,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Midwest Contract Manufacturing Cluster.,2026-05-05T16:30:00Z
359,60,Northeast PLM Handoff Corridor,2026-05-10,578,472,717,0.94,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Northeast PLM Handoff Corridor.,2026-05-05T16:30:00Z
360,60,Southeast Quality Response Region,2026-05-11,378,307,472,1.25,hightech_demo_forecast_v2,Demand volatility forecast for Customer Support Operations Board in Southeast Quality Response Region.,2026-05-05T16:30:00Z
